slug,outcome,analysis_outcome,label,category,category_label,family,data_frequency,panel_path,output_dir,figure_path,hybrid_excluded,cluster_var,reference_event_time,status,note,analysis_sample,n_panel_rows,n_observations,n_municipalities,n_municipalities_with_nonmissing_outcome,n_treated_municipalities,n_never_treated_municipalities,sample_year_min,sample_year_max,hybrid_municipalities_excluded,duplicate_unit_period_rows,event_time_step,analysis_period_note,event_time0_estimate,post_mean_event_1_8_ref0,post_abs_mean_event_1_8_ref0,n_pre_estimates,max_abs_pretrend_t,n_pre_p05,pretrend_label,n_post_estimates,pretrend_rank,post_abs_rank_value,why_tested,source_note,source_urls,measurement_variant,plot_path_absolute,output_dir_absolute,panel_path_absolute
inep_ind_publica_dsu_ef_anos_finais,inep_ind_publica_dsu_ef_anos_finais,inep_ind_publica_dsu_ef_anos_finais,Publica Dsu Ef Anos Finais,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_ef_anos_finais.parquet,84777,40352,4037,4036,2792,1244,2011,2020,1534,0,1,,0.5346519522766363,1.5599007979550212,1.5599007979550212,6,6.073981241785924,5,fail,8,3,1.5599007979550212,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_ef_anos_finais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_ef_anos_finais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_ind_publica_taxa_aprovacao_ef,inep_ind_publica_taxa_aprovacao_ef,inep_ind_publica_taxa_aprovacao_ef,Publica Taxa Aprovacao Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_ef.parquet,84777,52440,4037,4036,2792,1244,2007,2019,1534,0,1,,0.2303387846886634,1.5381084021989055,1.5381084021989055,8,4.56239054773827,4,fail,8,3,1.5381084021989055,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
sinasc_highedu_teen_mother_share_known_pp,sinasc_highedu_teen_mother_share_known_pp,sinasc_highedu_teen_mother_share_known_pp,Teen mother share: High education proxy,birth_health,Birth and health outcomes,sinasc_highedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_teen_mother_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_teen_mother_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_teen_mother_share_known_pp.parquet,84777,84584,4037,4036,2792,1244,2000,2020,1534,0,1,,0.2568269145447699,1.5270306656219943,1.5270306656219943,8,4.246979012497415,5,fail,8,3,1.5270306656219943,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_teen_mother_share_known_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_teen_mother_share_known_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
public_eja_enrollment_per_1000,enrollment_public_eja_total_per_1000,enrollment_public_eja_total_per_1000,"EJA enrollment per 1,000 residents, public schools",adult_eja,Adult education / EJA outcomes,adult_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/public_eja_enrollment_per_1000,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_eja_enrollment_per_1000.parquet,84777,56482,4037,4036,2792,1244,2007,2020,1534,0,1,,3.794701361320673,-1.444472147659154,1.444472147659154,8,10.50983968375778,8,fail,8,3,1.444472147659154,"Adult education and EJA outcomes are direct mechanism screens for whether BVR-induced education-record updating or administrative outreach coincided with adult schooling demand, staffing, or EJA spending.",Base dos Dados INEP Sinopse/Censo Escolar EJA tables and SICONFI education subfunction spending.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942; https://basedosdados.org/dataset/5a3dec52-8740-460e-b31d-0e0347979da0,population rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/public_eja_enrollment_per_1000,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet
imun_rotavirus_pp,imun_rotavirus_pp,imun_rotavirus_pp,Rotavirus coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_rotavirus_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_rotavirus_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_rotavirus_pp.parquet,84777,60495,4037,4036,2792,1244,2006,2020,1534,0,1,,1.4673840527717734,1.3917373843844263,1.3917373843844263,8,2.626739012555449,2,fail,8,3,1.3917373843844263,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_rotavirus_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_rotavirus_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,Public Estadual Municipal Grade9 Math Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2.parquet,80740,19482,4037,4032,2788,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.483243838657918,-1.3767547317575106,1.3767547317575106,3,5.841091709707369,2,fail,3,3,1.3767547317575106,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
imun_pneumococica_pp,imun_pneumococica_pp,imun_pneumococica_pp,Pneumococcal coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_pneumococica_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_pneumococica_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_pneumococica_pp.parquet,84777,44371,4037,4036,2792,1244,2010,2020,1534,0,1,,0.9513593627347,1.3662502185642893,1.3662502185642893,7,4.933315511300735,4,fail,8,3,1.3662502185642893,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_pneumococica_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_pneumococica_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
imun_meningococo_pp,imun_meningococo_pp,imun_meningococo_pp,Meningococcal coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_meningococo_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_meningococo_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_meningococo_pp.parquet,84777,44371,4037,4036,2792,1244,2010,2020,1534,0,1,,2.524710991032616,1.3574657871313978,1.3574657871313978,7,5.6038606943889,2,fail,8,3,1.3574657871313978,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_meningococo_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_meningococo_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
ieps_cob_ab_pp,ieps_cob_ab_pp,ieps_cob_ab_pp,IEPS primary-care coverage,birth_health,Birth and health outcomes,ieps,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_ab_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_ab_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_ab_pp.parquet,84777,44381,4037,4036,2792,1244,2010,2020,1534,0,1,,-1.3167407500861656,-1.3536914649402156,1.3536914649402156,7,5.5264166634069865,6,fail,8,3,1.3536914649402156,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_ab_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_ab_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
ieps_cob_esf_pp,ieps_cob_esf_pp,ieps_cob_esf_pp,IEPS Family Health Strategy coverage,birth_health,Birth and health outcomes,ieps,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_esf_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_esf_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_esf_pp.parquet,84777,44381,4037,4036,2792,1244,2010,2020,1534,0,1,,-1.3151598467529444,-1.3169607013653035,1.3169607013653035,7,6.0175072447253175,7,fail,8,3,1.3169607013653035,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_esf_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_esf_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,Public Estadual Municipal Grade9 Portuguese Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2.parquet,80740,19482,4037,4032,2788,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.4412579909533505,-1.3146818597448533,1.3146818597448533,3,8.147075109259207,3,fail,3,3,1.3146818597448533,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
